season,game_type,team,week,gsis_id,position,full_name,first_name,last_name,report_primary_injury,report_secondary_injury,report_status,practice_primary_injury,practice_secondary_injury,practice_status,date_modified
2021,REG,PIT,1,00-0036983,C,Kendrick Green,Kendrick,Green,n/a,n/a,n/a,Thumb,n/a,Full Participation in Practice,2021-09-10 18:31:43
2021,REG,PIT,1,00-0034676,WR,James Washington,James,Washington,n/a,n/a,n/a,Finger,n/a,Limited Participation in Practice,2021-09-10 18:32:13
2021,REG,PIT,1,00-0036333,LB,Alex Highsmith,Alex,Highsmith,Groin,n/a,Questionable,Groin,n/a,Full Participation in Practice,2021-09-10 18:32:27
2021,REG,SEA,1,00-0026166,T,Duane Brown,Duane,Brown,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-10 21:03:31
2021,REG,SEA,1,00-0031367,G,Gabe Jackson,Gabe,Jackson,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-10 21:03:39
2021,REG,SEA,1,00-0035139,S,Marquise Blair,Marquise,Blair,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-08 23:14:59
2021,REG,SEA,1,00-0033594,RB,Chris Carson,Chris,Carson,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2021-09-10 21:02:28
2021,REG,SEA,1,00-0032426,RB,Alex Collins,Alex,Collins,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2021-09-08 22:59:34
2021,REG,SEA,1,00-0036620,WR,D'Wayne Eskridge,D'Wayne,Eskridge,n/a,n/a,n/a,Toe,n/a,Full Participation in Practice,2021-09-10 21:02:28
2021,REG,SEA,1,00-0034756,CB,Tre Flowers,Tre,Flowers,n/a,n/a,n/a,Finger,n/a,Full Participation in Practice,2021-09-08 23:15:26
2021,REG,SEA,1,00-0033543,CB,Sidney Jones,Sidney,Jones,n/a,n/a,n/a,Groin,n/a,Full Participation in Practice,2021-09-10 21:03:58
2021,REG,SEA,1,00-0036417,G,Damien Lewis,Damien,Lewis,n/a,n/a,n/a,Finger,n/a,Full Participation in Practice,2021-09-08 23:12:00
2021,REG,SEA,1,00-0035094,DT,Bryan Mone,Bryan,Mone,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-09 22:54:17
2021,REG,SEA,1,00-0034527,CB,Ryan Neal,Ryan,Neal,n/a,n/a,n/a,Oblique,n/a,Full Participation in Practice,2021-09-09 22:55:41
2021,REG,SEA,1,00-0034750,RB,Rashaad Penny,Rashaad,Penny,n/a,n/a,n/a,Calf,n/a,Full Participation in Practice,2021-09-10 21:03:48
2021,REG,SEA,1,00-0033901,C,Ethan Pocic,Ethan,Pocic,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-09-10 21:04:29
2021,REG,SEA,1,00-0034384,S,D.J. Reed,D.J.,Reed,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2021-09-10 21:02:28
2021,REG,SEA,1,00-0030565,QB,Geno Smith,Geno,Smith,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2021-09-09 22:54:17
2021,REG,SEA,1,00-0035640,WR,DK Metcalf,DK,Metcalf,n/a,n/a,n/a,Calf,n/a,Limited Participation in Practice,2021-09-10 21:03:16
2021,REG,SF,1,00-0036261,WR,Brandon Aiyuk,Brandon,Aiyuk,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0036551,G,Aaron Banks,Aaron,Banks,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0035717,DE,Nick Bosa,Nick,Bosa,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0031297,DE,Dee Ford,Dee,Ford,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0034982,LB,Dre Greenlaw,Dre,Greenlaw,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0031334,CB,Jason Verrett,Jason,Verrett,n/a,n/a,n/a,Foot,n/a,Full Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0037012,QB,Trey Lance,Trey,Lance,n/a,n/a,n/a,right Finger,n/a,Limited Participation in Practice,2021-09-10 20:22:05
2021,REG,SF,1,00-0034971,WR,Jalen Hurd,Jalen,Hurd,Knee,n/a,Out,Knee,n/a,Did Not Participate In Practice,2021-09-10 20:24:36
2021,REG,SF,1,00-0036260,DT,Javon Kinlaw,Javon,Kinlaw,Knee,n/a,Doubtful,Knee,n/a,Did Not Participate In Practice,2021-09-10 20:25:26
2021,REG,SF,1,00-0034096,CB,Emmanuel Moseley,Emmanuel,Moseley,Knee,n/a,Doubtful,Knee,n/a,Did Not Participate In Practice,2021-09-10 20:24:48
2021,REG,SF,1,00-0035026,DT,Kevin Givens,Kevin,Givens,Hip,n/a,Questionable,Hip,n/a,Limited Participation in Practice,2021-09-10 20:22:53
2021,REG,TB,1,00-0030456,RB,Giovani Bernard,Giovani,Bernard,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-09-08 18:55:04
2021,REG,TB,1,00-0027793,WR,Antonio Brown,Antonio,Brown,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-08 18:55:11
2021,REG,TB,1,00-0033921,WR,Chris Godwin,Chris,Godwin,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2021-09-08 18:55:17
2021,REG,TB,1,00-0027656,TE,Rob Gronkowski,Rob,Gronkowski,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-09-10 09:27:20
2021,REG,TB,1,00-0026564,DT,Steve McLendon,Steve,McLendon,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-09-10 09:27:20
2021,REG,TB,1,00-0027867,DE,Jason Pierre-Paul,Jason,Pierre-Paul,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-09-10 09:27:20
2021,REG,TB,1,00-0034374,S,Jordan Whitehead,Jordan,Whitehead,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-09-08 18:56:12
2021,REG,TEN,1,00-0035676,WR,A.J. Brown,A.J.,Brown,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-10 19:48:31
2021,REG,TEN,1,00-0035292,LB,David Long,David,Long,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-09-10 19:49:47
2021,REG,TEN,1,00-0036173,TE,Tommy Hudson,Tommy,Hudson,Toe,n/a,Questionable,Toe,n/a,Did Not Participate In Practice,2021-09-10 19:49:34
2021,REG,TEN,1,00-0033138,K,Sam Ficken,Sam,Ficken,right Groin,n/a,Questionable,right Groin,n/a,Limited Participation in Practice,2021-09-10 19:49:34
2021,REG,TEN,1,00-0036240,CB,Chris Jackson,Chris,Jackson,Hamstring,n/a,Questionable,Hamstring,n/a,Limited Participation in Practice,2021-09-10 19:49:34
2021,REG,TEN,1,00-0033943,WR,Josh Reynolds,Josh,Reynolds,Foot,n/a,Questionable,Foot,n/a,Limited Participation in Practice,2021-09-10 19:49:34
2021,REG,WAS,1,00-0033282,WR,Curtis Samuel,Curtis,Samuel,n/a,n/a,n/a,Groin,n/a,Did Not Participate In Practice,2021-09-09 19:25:51
2021,REG,ARI,2,00-0027942,WR,A.J. Green,A.J.,Green,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-15 19:15:54
2021,REG,ARI,2,00-0030564,WR,DeAndre Hopkins,DeAndre,Hopkins,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-15 19:16:11
2021,REG,ARI,2,00-0027993,C,Rodney Hudson,Rodney,Hudson,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-15 19:16:26
2021,REG,ARI,2,00-0032560,S,Charles Washington,Charles,Washington,n/a,n/a,n/a,Thigh,n/a,Full Participation in Practice,2021-09-17 18:54:14
2021,REG,ARI,2,00-0031241,LB,Devon Kennard,Devon,Kennard,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-09-17 18:54:46
2021,REG,ARI,2,00-0029316,T,Kelvin Beachum,Kelvin,Beachum,Ribs,n/a,Questionable,Ribs,n/a,Limited Participation in Practice,2021-09-17 18:54:39
2021,REG,ATL,2,00-0036951,WR,Frank Darby,Frank,Darby,Calf,n/a,Out,Calf,n/a,Did Not Participate In Practice,2021-09-17 17:23:26
2021,REG,BAL,2,00-0026190,DT,Calais Campbell,Calais,Campbell,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-17 19:34:27
2021,REG,BAL,2,00-0028008,LB,Justin Houston,Justin,Houston,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-17 19:34:46
2021,REG,BAL,2,00-0028103,LB,Pernell McPhee,Pernell,McPhee,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-16 21:12:30
2021,REG,BAL,2,00-0035422,CB,Chris Westry,Chris,Westry,n/a,n/a,n/a,Knee,n/a,Did Not Participate In Practice,2021-09-16 21:11:54
2021,REG,BAL,2,00-0029586,DE,Derek Wolfe,Derek,Wolfe,Back,Hip,Out,Back,Hip,Did Not Participate In Practice,2021-09-17 19:36:00
2021,REG,BAL,2,00-0032965,T,Ronnie Stanley,Ronnie,Stanley,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-09-17 19:35:35
2021,REG,BAL,2,00-0035662,WR,Marquise Brown,Marquise,Brown,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2021-09-17 19:35:35
2021,REG,BAL,2,00-0036331,WR,Devin Duvernay,Devin,Duvernay,Groin,n/a,Questionable,Groin,n/a,Limited Participation in Practice,2021-09-17 19:35:35
2021,REG,BAL,2,00-0036562,LB,Daelin Hayes,Daelin,Hayes,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2021-09-17 19:35:35
2021,REG,BAL,2,00-0033281,CB,Marlon Humphrey,Marlon,Humphrey,Back,n/a,Questionable,Back,n/a,Limited Participation in Practice,2021-09-17 19:35:35
2021,REG,BAL,2,00-0027965,CB,Jimmy Smith,Jimmy,Smith,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2021-09-17 19:35:35
2021,REG,BUF,2,00-0028339,DE,Mario Addison,Mario,Addison,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-15 19:41:22
2021,REG,BUF,2,00-0029000,WR,Cole Beasley,Cole,Beasley,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-15 19:41:36
2021,REG,BUF,2,00-0031588,WR,Stefon Diggs,Stefon,Diggs,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-17 17:44:53
2021,REG,BUF,2,00-0027881,DE,Jerry Hughes,Jerry,Hughes,n/a,n/a,n/a,Not injury related - resting player,n/a,Did Not Participate In Practice,2021-09-17 17:45:13
2021,REG,BUF,2,00-0033466,WR,Isaiah McKenzie,Isaiah,McKenzie,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-09-17 17:44:16
2021,REG,BUF,2,00-0033571,LB,Matt Milano,Matt,Milano,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-09-17 17:44:16
2021,REG,BUF,2,00-0027685,WR,Emmanuel Sanders,Emmanuel,Sanders,n/a,n/a,n/a,Foot,Not injury related - resting p,Full Participation in Practice,2021-09-17 17:44:38
2021,REG,BUF,2,00-0030090,S,Micah Hyde,Micah,Hyde,n/a,n/a,n/a,Neck,n/a,Limited Participation in Practice,2021-09-17 17:44:16
2021,REG,BUF,2,00-0030455,DT,Star Lotulelei,Star,Lotulelei,Calf,n/a,Questionable,Calf,n/a,Full Participation in Practice,2021-09-17 17:45:58
2021,REG,BUF,2,00-0036196,WR,Gabe Davis,Gabe,Davis,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2021-09-17 17:45:58
2021,REG,BUF,2,00-0031500,DE,Efe Obada,Efe,Obada,Calf,n/a,Questionable,Calf,n/a,Limited Participation in Practice,2021-09-17 17:45:58
2021,REG,CAR,2,00-0032403,S,Juston Burris,Juston,Burris,n/a,n/a,n/a,Neck,n/a,Full Participation in Practice,2021-09-17 17:52:56
2021,REG,CAR,2,00-0034496,S,Sean Chandler,Sean,Chandler,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-09-17 17:52:56
2021,REG,CAR,2,00-0033909,G,Pat Elflein,Pat,Elflein,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2021-09-17 17:52:56
2021,REG,CAR,2,00-0032149,G,John Miller,John,Miller,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2021-09-17 17:52:56
2021,REG,CAR,2,00-0036572,WR,Shi Smith,Shi,Smith,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-09-17 17:53:16
2021,REG,CAR,2,00-0031054,DT,DaQuan Jones,DaQuan,Jones,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2021-09-17 17:52:56
2021,REG,CAR,2,00-0033284,T,Taylor Moton,Taylor,Moton,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2021-09-17 17:52:56
2021,REG,CHI,2,00-0027696,TE,Jimmy Graham,Jimmy,Graham,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-09-17 18:30:19
2021,REG,CHI,2,00-0036905,T,Larry Borom,Larry,Borom,Ankle,n/a,Out,Ankle,n/a,Did Not Participate In Practice,2021-09-17 18:31:06
2021,REG,CHI,2,00-0031551,DT,Eddie Goldman,Eddie,Goldman,Knee,n/a,Doubtful,Knee,n/a,Did Not Participate In Practice,2021-09-17 18:31:19
2021,REG,CHI,2,00-0030068,WR,Marquise Goodwin,Marquise,Goodwin,Quadricep,n/a,Questionable,Quadricep,n/a,Full Participation in Practice,2021-09-17 18:30:53
2021,REG,CHI,2,00-0034372,LB,Joel Iyiegbuniwe,Joel,Iyiegbuniwe,Shoulder,n/a,Questionable,Shoulder,n/a,Full Participation in Practice,2021-09-17 18:30:53
2021,REG,CHI,2,00-0036309,WR,Darnell Mooney,Darnell,Mooney,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2021-09-17 18:30:53
2021,REG,CHI,2,00-0027952,LB,Robert Quinn,Robert,Quinn,Back,n/a,Questionable,Back,n/a,Full Participation in Practice,2021-09-17 18:30:53
2021,REG,CHI,2,00-0035621,WR,Nsimba Webster,Nsimba,Webster,Hamstring,n/a,Questionable,Hamstring,n/a,Full Participation in Practice,2021-09-17 18:32:23
2021,REG,CHI,2,00-0022531,T,Jason Peters,Jason,Peters,Quadricep,n/a,Questionable,Quadricep,n/a,Limited Participation in Practice,2021-09-17 18:30:53
2021,REG,CIN,2,00-0032043,G,Quinton Spain,Quinton,Spain,n/a,n/a,n/a,Not injury related - personal matter,n/a,Did Not Participate In Practice,2021-09-17 18:37:50
2021,REG,CIN,2,00-0036442,QB,Joe Burrow,Joe,Burrow,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-17 18:37:14
2021,REG,CIN,2,00-0036865,G,Jackson Carman,Jackson,Carman,n/a,n/a,n/a,Cramps,n/a,Full Participation in Practice,2021-09-17 18:37:57
2021,REG,CIN,2,00-0033791,S,Brandon Wilson,Brandon,Wilson,n/a,n/a,n/a,Thumb,n/a,Full Participation in Practice,2021-09-17 18:37:14
2021,REG,CIN,2,00-0031181,S,Ricardo Allen,Ricardo,Allen,Hand,Hamstring,Out,Hand,Hamstring,Did Not Participate In Practice,2021-09-17 18:38:46
2021,REG,CIN,2,00-0031546,CB,Trae Waynes,Trae,Waynes,Hamstring,n/a,Out,Hamstring,n/a,Did Not Participate In Practice,2021-09-17 18:38:53
2021,REG,CIN,2,00-0034683,CB,Darius Phillips,Darius,Phillips,Thigh,n/a,Questionable,Thigh,n/a,Full Participation in Practice,2021-09-17 18:38:38
2021,REG,CIN,2,00-0036314,LB,Markus Bailey,Markus,Bailey,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2021-09-17 18:38:38
2021,REG,CLE,2,00-0036282,S,Grant Delpit,Grant,Delpit,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-09-17 18:05:54
2021,REG,CLE,2,00-0036883,DT,Tommy Togiai,Tommy,Togiai,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2021-09-17 18:06:20
2021,REG,CLE,2,00-0035144,LB,Mack Wilson,Mack,Wilson,n/a,n/a,n/a,Quadricep,n/a,Full Participation in Practice,2021-09-17 18:06:45
2021,REG,CLE,2,00-0033057,T,Jack Conklin,Jack,Conklin,n/a,n/a,n/a,Knee,n/a,Limited Participation in Practice,2021-09-17 18:05:44
2021,REG,CLE,2,00-0036996,CB,Greg Newsome,Greg,Newsome,n/a,n/a,n/a,Biceps,n/a,Limited Participation in Practice,2021-09-17 18:05:44
2021,REG,CLE,2,00-0033570,LB,Anthony Walker,Anthony,Walker,n/a,n/a,n/a,Hamstring,n/a,Limited Participation in Practice,2021-09-16 19:46:38
2021,REG,CLE,2,00-0029963,T,Christopher Hubbard,Christopher,Hubbard,Triceps,n/a,Out,Triceps,n/a,Did Not Participate In Practice,2021-09-17 18:07:51
2021,REG,CLE,2,00-0031235,WR,Odell Beckham,Odell,Beckham,Knee,n/a,Out,Knee,n/a,Limited Participation in Practice,2021-09-17 18:07:23
2021,REG,CLE,2,00-0036267,T,Jedrick Wills,Jedrick,Wills,Ankle,n/a,Questionable,Ankle,n/a,Did Not Participate In Practice,2021-09-17 18:07:14
2021,REG,CLE,2,00-0031785,CB,Troy Hill,Troy,Hill,Hamstring,Foot,Questionable,Hamstring,Foot,Full Participation in Practice,2021-09-17 18:07:14
2021,REG,CLE,2,00-0033995,G,Michael Dunn,Michael,Dunn,Back,n/a,Questionable,Back,n/a,Limited Participation in Practice,2021-09-17 18:07:14
2021,REG,CLE,2,00-0036999,WR,Anthony Schwartz,Anthony,Schwartz,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2021-09-17 18:07:14
2021,REG,CLE,2,00-0030076,C,J.C. Tretter,J.C.,Tretter,Knee,n/a,Questionable,Knee,n/a,Limited Participation in Practice,2021-09-17 18:07:14
2021,REG,DAL,2,00-0036982,DE,Chauncey Golston,Chauncey,Golston,n/a,n/a,n/a,Hamstring,n/a,Full Participation in Practice,2021-09-17 18:19:17
2021,REG,DAL,2,00-0036986,CB,Nahshon Wright,Nahshon,Wright,n/a,n/a,n/a,Not injury related - personal matter,n/a,Full Participation in Practice,2021-09-17 18:18:57
2021,REG,DAL,2,00-0031411,DE,Demarcus Lawrence,Demarcus,Lawrence,n/a,n/a,n/a,Foot,n/a,Limited Participation in Practice,2021-09-15 19:36:44
2021,REG,DAL,2,00-0029709,T,Ty Nsekhe,Ty,Nsekhe,Illness,n/a,Out,Illness,n/a,Did Not Participate In Practice,2021-09-17 18:20:55
2021,REG,DAL,2,00-0035301,S,Donovan Wilson,Donovan,Wilson,Groin,n/a,Questionable,Groin,n/a,Did Not Participate In Practice,2021-09-17 18:20:27
2021,REG,DAL,2,00-0033512,S,Damontae Kazee,Damontae,Kazee,Thigh,n/a,Questionable,Thigh,n/a,Limited Participation in Practice,2021-09-17 18:20:27
2021,REG,DEN,2,00-0035644,TE,Noah Fant,Noah,Fant,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-17 19:06:30
2021,REG,DEN,2,00-0031270,DE,Shelby Harris,Shelby,Harris,n/a,n/a,n/a,Wrist,n/a,Full Participation in Practice,2021-09-17 19:06:51
2021,REG,DEN,2,00-0031242,DE,Shamar Stephen,Shamar,Stephen,n/a,n/a,n/a,Back,n/a,Full Participation in Practice,2021-09-17 19:06:41
2021,REG,DEN,2,00-0032395,G,Graham Glasgow,Graham,Glasgow,Illness,n/a,Doubtful,Illness,n/a,Did Not Participate In Practice,2021-09-17 19:08:05
2021,REG,DEN,2,00-0034832,LB,Bradley Chubb,Bradley,Chubb,Ankle,n/a,Questionable,Ankle,n/a,Limited Participation in Practice,2021-09-17 19:07:50
2021,REG,DEN,2,00-0035804,LB,Jonas Griffith,Jonas,Griffith,Back,n/a,Questionable,Back,n/a,Limited Participation in Practice,2021-09-17 19:07:50
2021,REG,DET,2,00-0032655,LB,Romeo Okwara,Romeo,Okwara,n/a,n/a,n/a,Shoulder,n/a,Full Participation in Practice,2021-09-18 19:08:23
2021,REG,DET,2,00-0036954,DE,Levi Onwuzurike,Levi,Onwuzurike,n/a,n/a,n/a,Hip,n/a,Full Participation in Practice,2021-09-18 19:07:57
2021,REG,DET,2,00-0033948,RB,Jamaal Williams,Jamaal,Williams,n/a,n/a,n/a,Chest,n/a,Full Participation in Practice,2021-09-18 19:08:18
2021,REG,DET,2,00-0035334,DE,Kevin Strong,Kevin,Strong,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2021-09-18 19:09:10
2021,REG,DET,2,00-0032160,WR,Tyrell Williams,Tyrell,Williams,Concussion,n/a,Out,Concussion,n/a,Did Not Participate In Practice,2021-09-18 19:09:29
2021,REG,DET,2,00-0036275,RB,D'Andre Swift,D'Andre,Swift,Groin,n/a,Questionable,Groin,n/a,Full Participation in Practice,2021-09-18 19:08:57
2021,REG,DET,2,00-0029630,DE,Michael Brockers,Michael,Brockers,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2021-09-18 19:08:57
2021,REG,DET,2,00-0031566,LB,Trey Flowers,Trey,Flowers,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2021-09-18 19:08:57
2021,REG,DET,2,00-0032464,WR,Kalif Raymond,Kalif,Raymond,Thigh,n/a,Questionable,Thigh,n/a,Limited Participation in Practice,2021-09-18 19:10:25
2021,REG,GB,2,00-0031576,LB,Za'Darius Smith,Za'Darius,Smith,n/a,n/a,n/a,Back,n/a,Did Not Participate In Practice,2021-09-16 20:04:44
2021,REG,GB,2,00-0024243,TE,Marcedes Lewis,Marcedes,Lewis,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-09-18 18:58:46
2021,REG,GB,2,00-0036622,C,Josh Myers,Josh,Myers,n/a,n/a,n/a,Finger,n/a,Full Participation in Practice,2021-09-18 18:58:31
2021,REG,GB,2,00-0034185,DT,Tyler Lancaster,Tyler,Lancaster,n/a,n/a,n/a,Back,Ankle,Limited Participation in Practice,2021-09-18 18:58:31
2021,REG,GB,2,00-0036243,S,Vernon Scott,Vernon,Scott,Hamstring,n/a,Out,Hamstring,n/a,Limited Participation in Practice,2021-09-18 18:59:30
2021,REG,GB,2,00-0036332,TE,Josiah Deguara,Josiah,Deguara,Concussion,n/a,Doubtful,Concussion,n/a,Did Not Participate In Practice,2021-09-18 18:59:11
2021,REG,GB,2,00-0033082,G,Lucas Patrick,Lucas,Patrick,Concussion,n/a,Questionable,Concussion,n/a,Limited Participation in Practice,2021-09-18 18:59:02
2021,REG,GB,2,00-0034968,S,Darnell Savage,Darnell,Savage,Shoulder,n/a,Questionable,Shoulder,n/a,Limited Participation in Practice,2021-09-18 18:59:02
2021,REG,HOU,2,00-0031308,LB,Kevin Pierre-Louis,Kevin,Pierre-Louis,n/a,n/a,n/a,Thigh,n/a,Did Not Participate In Practice,2021-09-15 19:55:34
2021,REG,HOU,2,00-0036224,DE,Jonathan Greenard,Jonathan,Greenard,n/a,n/a,n/a,Illness,n/a,Full Participation in Practice,2021-09-15 19:57:24
2021,REG,HOU,2,00-0035244,CB,Lonnie Johnson,Lonnie,Johnson,n/a,n/a,n/a,Thigh,n/a,Full Participation in Practice,2021-09-17 19:51:41
2021,REG,HOU,2,00-0033566,CB,Desmond King,Desmond,King,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-17 19:51:47
2021,REG,HOU,2,00-0027691,WR,Andre Roberts,Andre,Roberts,n/a,n/a,n/a,Knee,n/a,Full Participation in Practice,2021-09-17 19:50:50
2021,REG,HOU,2,00-0033537,QB,Deshaun Watson,Deshaun,Watson,Not injury related - personal matter,n/a,Out,Not injury related - personal matter,n/a,Did Not Participate In Practice,2021-09-17 19:54:15
2021,REG,HOU,2,00-0032437,LB,Kamu Grugier-Hill,Kamu,Grugier-Hill,Illness,n/a,Questionable,Illness,n/a,Did Not Participate In Practice,2021-09-17 19:52:30
2021,REG,HOU,2,00-0033439,TE,Pharaoh Brown,Pharaoh,Brown,Ankle,Shoulder,Questionable,Ankle,Shoulder,Limited Participation in Practice,2021-09-17 19:52:30
2021,REG,IND,2,00-0032378,DT,DeForest Buckner,DeForest,Buckner,n/a,n/a,n/a,Groin,n/a,Did Not Participate In Practice,2021-09-17 19:46:46
2021,REG,IND,2,00-0030181,TE,Jack Doyle,Jack,Doyle,n/a,n/a,n/a,Not injury related - resting player,n/a,Full Participation in Practice,2021-09-17 19:45:35
2021,REG,IND,2,00-0033964,DE,Al-Quadin Muhammad,Al-Quadin,Muhammad,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-09-17 19:45:22
2021,REG,IND,2,00-0036482,WR,Mike Strachan,Mike,Strachan,n/a,n/a,n/a,Ankle,n/a,Full Participation in Practice,2021-09-17 19:46:15
2021,REG,IND,2,00-0034846,LB,Shaquille Leonard,Shaquille,Leonard,n/a,n/a,n/a,Ankle,Illness,Limited Participation in Practice,2021-09-17 19:45:49
2021,REG,IND,2,00-0034354,DE,Kemoko Turay,Kemoko,Turay,n/a,n/a,n/a,Groin,n/a,Limited Participation in Practice,2021-09-17 19:45:22
2021,REG,IND,2,00-0030575,CB,Xavier Rhodes,Xavier,Rhodes,Calf,n/a,Out,Calf,n/a,Did Not Participate In Practice,2021-09-17 19:48:50
2021,REG,IND,2,00-0034836,T,Braden Smith,Braden,Smith,Foot,n/a,Out,Foot,n/a,Did Not Participate In Practice,2021-09-17 19:48:56
2021,REG,IND,2,00-0036253,S,Julian Blackmon,Julian,Blackmon,Back,n/a,Questionable,Back,n/a,Did Not Participate In Practice,2021-09-17 19:48:21
2021,REG,IND,2,00-0030584,T,Eric Fisher,Eric,Fisher,Achilles,n/a,Questionable,Achilles,n/a,Full Participation in Practice,2021-09-17 19:48:21
2021,REG,IND,2,00-0035530,S,Khari Willis,Khari,Willis,Illness,n/a,Questionable,Illness,n/a,Full Participation in Practice,2021-09-17 19:48:21
2021,REG,IND,2,00-0035639,WR,Parris Campbell,Parris,Campbell,Abdomen,n/a,Questionable,Abdomen,n/a,Limited Participation in Practice,2021-09-17 19:48:21
2021,REG,IND,2,00-0034342,G,Quenton Nelson,Quenton,Nelson,Foot,Back,Questionable,Foot,Back,Limited Participation in Practice,2021-09-17 19:48:21
